Date (France),Price,Open,High,Low,Change %
2020-04-03,0.071,0.042,0.096,0.024,36.54%
2020-04-02,0.052,0.041,0.091,0.015,940.00%
2020-04-01,0.005,-0.007,0.037,-0.053,400.00%
2020-03-31,0.001,-0.057,0.010,-0.064,-101.56%
2020-03-30,-0.064,-0.058,-0.047,-0.114,25.49%
2020-03-27,-0.051,-0.043,0.014,-0.104,-440.00%
2020-03-26,0.015,0.165,0.195,0.008,-93.21%
2020-03-25,0.221,0.164,0.230,0.153,19.46%
2020-03-24,0.185,0.139,0.205,0.111,65.18%
2020-03-23,0.112,0.128,0.145,0.073,-10.40%
2020-03-20,0.125,0.134,0.197,0.087,-50.20%
2020-03-19,0.251,0.051,0.291,0.028,-31.42%
2020-03-18,0.366,0.305,0.520,0.262,48.78%
2020-03-17,0.246,0.234,0.343,0.195,43.86%
2020-03-16,0.171,0.073,0.199,0.039,755.00%
2020-03-13,0.020,-0.015,0.031,-0.102,-114.39%
2020-03-12,-0.139,-0.336,0.004,-0.356,-56.29%
2020-03-11,-0.318,-0.309,-0.249,-0.336,9.28%
2020-03-10,-0.291,-0.328,-0.250,-0.336,-22.81%
2020-03-09,-0.377,-0.359,-0.310,-0.427,9.43%
2020-03-07,-0.345,-0.345,-0.345,-0.345,-2.68%
2020-03-06,-0.354,-0.353,-0.318,-0.372,0.85%
2020-03-05,-0.351,-0.303,-0.293,-0.356,9.01%
2020-03-04,-0.322,-0.326,-0.307,-0.349,-1.23%
2020-03-03,-0.326,-0.289,-0.255,-0.338,9.03%
2020-03-02,-0.299,-0.289,-0.271,-0.329,4.18%
2020-02-28,-0.287,-0.270,-0.261,-0.316,10.38%
2020-02-27,-0.260,-0.236,-0.228,-0.271,13.54%
2020-02-26,-0.229,-0.240,-0.200,-0.257,-6.91%
2020-02-25,-0.246,-0.227,-0.218,-0.253,5.58%
2020-02-24,-0.233,-0.223,-0.219,-0.262,14.50%
2020-02-22,-0.204,-0.204,-0.204,-0.204,-0.73%
2020-02-21,-0.205,-0.222,-0.201,-0.237,-3.76%
2020-02-20,-0.213,-0.184,-0.176,-0.221,16.39%
2020-02-19,-0.183,-0.157,-0.151,-0.187,8.93%
2020-02-18,-0.168,-0.185,-0.149,-0.194,5.00%
2020-02-17,-0.160,-0.148,-0.138,-0.169,2.56%
2020-02-14,-0.156,-0.138,-0.136,-0.170,7.59%
2020-02-13,-0.145,-0.160,-0.131,-0.176,3.57%
2020-02-12,-0.140,-0.116,-0.109,-0.148,-2.10%
2020-02-11,-0.143,-0.147,-0.132,-0.163,-13.33%
2020-02-10,-0.165,-0.132,-0.126,-0.170,23.13%
2020-02-07,-0.134,-0.127,-0.113,-0.152,19.64%
2020-02-06,-0.112,-0.094,-0.081,-0.113,9.80%
2020-02-05,-0.102,-0.150,-0.092,-0.158,-29.17%
2020-02-04,-0.144,-0.171,-0.131,-0.173,-20.00%
2020-02-03,-0.180,-0.166,-0.151,-0.183,-1.64%
2020-01-31,-0.183,-0.147,-0.138,-0.186,24.49%
2020-01-30,-0.147,-0.143,-0.127,-0.155,20.49%
2020-01-29,-0.122,-0.102,-0.095,-0.129,37.08%
2020-01-28,-0.089,-0.122,-0.084,-0.142,-28.80%
2020-01-27,-0.125,-0.083,-0.081,-0.133,62.34%
2020-01-24,-0.077,-0.047,-0.032,-0.081,26.23%
2020-01-23,-0.061,-0.014,-0.009,-0.065,771.43%
2020-01-22,-0.007,0.018,0.024,-0.020,-177.78%
2020-01-21,0.009,0.037,0.052,0.000,-76.92%
2020-01-20,0.039,0.048,0.055,0.035,-7.14%
2020-01-17,0.042,0.048,0.057,0.030,-6.67%
2020-01-16,0.045,0.057,0.062,0.033,-8.16%
2020-01-15,0.049,0.073,0.074,0.032,-40.96%
2020-01-14,0.083,0.090,0.094,0.066,-8.79%
2020-01-13,0.091,0.053,0.098,0.050,85.71%
2020-01-10,0.049,0.059,0.077,0.042,-24.62%
2020-01-09,0.065,0.071,0.075,0.043,35.42%
2020-01-08,0.048,0.013,0.052,0.005,128.57%
2020-01-07,0.021,0.026,0.036,0.007,-4.55%
2020-01-06,0.022,0.009,0.027,-0.001,10.00%
2020-01-03,0.020,0.047,0.048,0.006,-74.68%
2020-01-02,0.079,0.111,0.146,0.065,-31.60%
2020-01-01,0.116,0.107,0.116,0.107,-5.33%
2019-12-31,0.122,0.122,0.122,0.110,1.67%
2019-12-30,0.120,0.071,0.130,0.067,155.32%
2019-12-27,0.047,0.041,0.062,0.035,-19.66%
2019-12-25,0.058,0.058,0.058,0.058,-20.95%
2019-12-24,0.074,0.063,0.074,0.063,27.59%
2019-12-23,0.058,0.041,0.072,0.026,5.45%
2019-12-20,0.055,0.067,0.084,0.047,-16.67%
2019-12-19,0.066,0.069,0.091,0.060,29.41%
2019-12-18,0.051,0.005,0.067,-0.007,466.67%
2019-12-17,0.009,-0.001,0.022,-0.003,-59.09%
2019-12-16,0.022,0.006,0.029,-0.013,"1,000.00%"
2019-12-13,0.002,0.080,0.080,-0.003,-95.24%
2019-12-12,0.042,-0.004,0.049,-0.032,-700.00%
2019-12-11,-0.007,0.005,0.017,-0.013,-141.18%
2019-12-10,0.017,0.008,0.032,0.008,30.77%
2019-12-09,0.013,0.023,0.031,-0.001,-58.06%
2019-12-06,0.031,0.026,0.048,0.014,34.78%
2019-12-05,0.023,-0.011,0.040,-0.014,-560.00%
2019-12-04,-0.005,-0.049,-0.004,-0.060,-88.64%
2019-12-03,-0.044,0.047,0.047,-0.047,-257.14%
2019-12-02,0.028,-0.002,0.041,-0.009,-157.14%
2019-11-29,-0.049,-0.048,-0.033,-0.066,-3.92%
2019-11-28,-0.051,-0.055,-0.045,-0.074,-10.53%
2019-11-27,-0.057,-0.057,-0.047,-0.073,-3.39%
2019-11-26,-0.059,-0.037,-0.029,-0.069,59.46%
2019-11-25,-0.037,-0.035,-0.025,-0.051,-15.91%
2019-11-22,-0.044,-0.012,0.007,-0.050,214.29%
2019-11-21,-0.014,-0.047,-0.010,-0.056,-66.67%
2019-11-20,-0.042,-0.045,-0.036,-0.072,55.56%
2019-11-19,-0.027,-0.028,-0.017,-0.033,0.00%
2019-11-18,-0.027,-0.013,-0.006,-0.041,35.00%
2019-11-15,-0.020,-0.008,-0.005,-0.030,-9.09%
2019-11-14,-0.022,0.001,0.007,-0.028,-257.14%
2019-11-13,0.014,0.038,0.047,0.001,-72.55%
2019-11-12,0.051,0.056,0.070,0.044,-1.92%
2019-11-11,0.052,0.022,0.054,0.014,108.00%
2019-11-08,0.025,0.041,0.083,0.018,-48.98%
2019-11-07,0.049,-0.019,0.051,-0.030,-258.06%
2019-11-06,-0.031,-0.013,0.001,-0.036,93.75%
2019-11-05,-0.016,-0.032,-0.006,-0.033,-63.64%
2019-11-04,-0.044,-0.046,-0.032,-0.063,-36.23%
2019-11-01,-0.069,-0.093,-0.063,-0.108,-28.87%
2019-10-31,-0.097,-0.088,-0.086,-0.119,67.24%
2019-10-30,-0.058,-0.057,-0.040,-0.070,5.45%
2019-10-29,-0.055,-0.036,-0.033,-0.063,96.43%
2019-10-28,-0.028,-0.066,-0.018,-0.070,-60.56%
2019-10-25,-0.071,-0.094,-0.067,-0.106,-32.38%
2019-10-24,-0.105,-0.095,-0.061,-0.115,14.13%
2019-10-23,-0.092,-0.082,-0.082,-0.112,48.39%
2019-10-22,-0.062,-0.040,-0.038,-0.078,55.00%
2019-10-21,-0.040,-0.078,-0.032,-0.078,-48.05%
2019-10-18,-0.077,-0.105,-0.072,-0.108,-48.11%
2019-10-17,-0.148,-0.149,-0.089,-0.154,8.80%
2019-10-16,-0.136,-0.148,-0.132,-0.185,-15.54%
2019-10-15,-0.162,-0.182,-0.144,-0.205,-10.67%
2019-10-14,-0.181,-0.193,-0.178,-0.207,9.38%
2019-10-11,-0.165,-0.182,-0.153,-0.217,-11.60%
2019-10-10,-0.187,-0.253,-0.183,-0.257,-27.46%
2019-10-09,-0.258,-0.292,-0.256,-0.298,-14.32%
2019-10-08,-0.301,-0.247,-0.246,-0.303,9.42%
2019-10-07,-0.275,-0.288,-0.268,-0.299,-2.17%
2019-10-05,-0.281,-0.281,-0.281,-0.281,0.00%
2019-10-04,-0.281,-0.290,-0.277,-0.304,-1.85%
2019-10-03,-0.286,-0.272,-0.263,-0.305,14.70%
2019-10-02,-0.250,-0.237,-0.225,-0.259,-5.20%
2019-10-01,-0.263,-0.247,-0.211,-0.273,-3.62%
2019-09-30,-0.273,-0.260,-0.246,-0.292,-2.32%
2019-09-28,-0.280,-0.280,-0.280,-0.280,-0.53%
2019-09-27,-0.281,-0.284,-0.262,-0.304,-2.16%
2019-09-26,-0.287,-0.278,-0.261,-0.301,4.47%
2019-09-25,-0.275,-0.310,-0.269,-0.326,-8.36%
2019-09-24,-0.300,-0.282,-0.264,-0.307,3.77%
2019-09-23,-0.289,-0.230,-0.207,-0.305,31.26%
2019-09-20,-0.220,-0.222,-0.204,-0.232,4.75%
2019-09-19,-0.210,-0.211,-0.178,-0.220,-5.52%
2019-09-18,-0.223,-0.184,-0.182,-0.230,23.45%
2019-09-17,-0.180,-0.206,-0.168,-0.210,-10.20%
2019-09-16,-0.201,-0.172,-0.161,-0.214,15.06%
2019-09-13,-0.175,-0.207,-0.158,-0.230,-27.97%
2019-09-12,-0.242,-0.258,-0.237,-0.376,-6.63%
2019-09-11,-0.260,-0.236,-0.219,-0.275,6.00%
2019-09-10,-0.245,-0.274,-0.235,-0.283,-12.25%
2019-09-09,-0.279,-0.341,-0.261,-0.342,-18.25%
2019-09-06,-0.341,-0.286,-0.272,-0.345,21.58%
2019-09-05,-0.281,-0.361,-0.262,-0.374,-25.02%
2019-09-04,-0.375,-0.371,-0.325,-0.389,-6.26%
2019-09-03,-0.400,-0.391,-0.380,-0.436,1.58%
2019-09-02,-0.393,-0.406,-0.376,-0.408,-3.93%
2019-08-30,-0.409,-0.418,-0.387,-0.422,-0.46%
2019-08-29,-0.411,-0.430,-0.391,-0.437,-5.47%
2019-08-28,-0.435,-0.422,-0.412,-0.454,4.39%
2019-08-27,-0.417,-0.396,-0.375,-0.419,11.21%
2019-08-26,-0.375,-0.382,-0.356,-0.387,1.00%
2019-08-23,-0.371,-0.345,-0.312,-0.379,3.43%
2019-08-22,-0.359,-0.412,-0.330,-0.421,-10.70%
2019-08-21,-0.402,-0.397,-0.368,-0.412,-2.36%
2019-08-20,-0.412,-0.371,-0.364,-0.430,12.28%
2019-08-19,-0.366,-0.409,-0.338,-0.418,-10.63%
2019-08-16,-0.410,-0.422,-0.372,-0.447,-5.35%
2019-08-15,-0.433,-0.376,-0.349,-0.438,17.20%
2019-08-14,-0.370,-0.328,-0.322,-0.377,18.42%
2019-08-13,-0.312,-0.301,-0.292,-0.322,10.08%
2019-08-12,-0.284,-0.276,-0.269,-0.290,6.54%
2019-08-09,-0.266,-0.293,-0.263,-0.301,-4.45%
2019-08-08,-0.279,-0.278,-0.251,-0.303,-11.05%
2019-08-07,-0.313,-0.287,-0.280,-0.353,18.55%
2019-08-06,-0.264,-0.247,-0.233,-0.273,12.19%
2019-08-05,-0.235,-0.260,-0.231,-0.277,0.60%
2019-08-02,-0.234,-0.206,-0.206,-0.241,25.46%
2019-08-01,-0.187,-0.162,-0.147,-0.206,1.97%
2019-07-31,-0.183,-0.147,-0.138,-0.186,30.25%
2019-07-30,-0.140,-0.142,-0.124,-0.148,1.74%
2019-07-29,-0.138,-0.125,-0.120,-0.148,14.51%
2019-07-27,-0.121,-0.121,-0.121,-0.121,0.50%
2019-07-26,-0.120,-0.120,-0.100,-0.129,8.60%
2019-07-25,-0.111,-0.112,-0.063,-0.179,-3.32%
2019-07-24,-0.114,-0.081,-0.078,-0.128,28.28%
2019-07-23,-0.089,-0.075,-0.065,-0.098,8.39%
2019-07-22,-0.082,-0.061,-0.057,-0.084,14.17%
2019-07-19,-0.072,-0.069,-0.057,-0.081,15.76%
2019-07-18,-0.062,-0.048,-0.044,-0.081,68.11%
2019-07-17,-0.037,-0.022,-0.013,-0.046,"-2,412.50%"
2019-07-16,0.002,0.015,0.021,-0.023,-87.50%
2019-07-15,0.013,0.056,0.063,0.007,-79.55%
2019-07-12,0.063,0.027,0.081,0.022,216.16%
2019-07-11,0.020,-0.035,0.033,-0.038,-233.78%
2019-07-10,-0.015,-0.029,0.025,-0.035,-71.37%
2019-07-09,-0.052,-0.071,-0.049,-0.078,-25.50%
2019-07-08,-0.069,-0.109,-0.069,-0.115,-15.88%
2019-07-05,-0.083,-0.124,-0.057,-0.133,-36.59%
2019-07-04,-0.130,-0.108,-0.096,-0.137,32.08%
2019-07-03,-0.098,-0.084,-0.080,-0.104,71.30%
2019-07-02,-0.058,-0.047,-0.035,-0.062,16.40%
2019-07-01,-0.049,0.012,0.014,-0.054,709.84%
2019-06-28,-0.006,0.001,0.016,-0.011,"1,933.33%"
2019-06-27,-0.000,0.029,0.054,-0.002,-101.56%
2019-06-26,0.019,0.004,0.025,-0.004,-425.42%
2019-06-25,-0.006,0.023,0.027,-0.010,-123.98%
2019-06-24,0.025,0.032,0.039,0.015,-47.99%
2019-06-21,0.047,0.019,0.062,0.015,318.58%
2019-06-20,0.011,0.018,0.031,0.007,-76.80%
2019-06-19,0.049,0.022,0.057,0.016,346.79%
2019-06-18,0.011,0.100,0.102,-0.002,-90.06%
2019-06-17,0.110,0.096,0.119,0.087,17.96%
2019-06-14,0.093,0.095,0.106,0.079,-14.84%
2019-06-13,0.109,0.107,0.120,0.095,-6.43%
2019-06-12,0.117,0.112,0.122,0.101,-1.68%
2019-06-11,0.119,0.125,0.129,0.103,-12.40%
2019-06-10,0.135,0.103,0.146,0.098,59.79%
2019-06-07,0.085,0.122,0.127,0.065,-27.46%
2019-06-06,0.117,0.156,0.173,0.115,-25.87%
2019-06-05,0.158,0.172,0.186,0.154,-15.12%
2019-06-04,0.186,0.195,0.203,0.170,-7.93%
2019-06-03,0.202,0.213,0.215,0.177,-4.54%
2019-05-31,0.211,0.226,0.233,0.207,-10.80%
2019-05-30,0.237,0.242,0.254,0.230,4.59%
2019-05-29,0.227,0.247,0.251,0.225,-10.61%
2019-05-28,0.254,0.262,0.269,0.251,-3.50%
2019-05-27,0.263,0.281,0.284,0.257,-7.47%
2019-05-25,0.284,0.285,0.285,0.281,0.57%
2019-05-24,0.282,0.283,0.294,0.270,-0.32%
2019-05-23,0.283,0.303,0.306,0.278,-7.39%
2019-05-22,0.306,0.321,0.330,0.302,-7.36%
2019-05-21,0.330,0.313,0.338,0.309,5.50%
2019-05-20,0.313,0.293,0.318,0.289,9.06%
2019-05-19,0.287,0.287,0.287,0.287,0.70%
2019-05-17,0.285,0.288,0.294,0.261,-2.43%
2019-05-16,0.292,0.296,0.304,0.278,-4.51%
2019-05-15,0.306,0.324,0.329,0.283,-7.16%
2019-05-14,0.329,0.335,0.346,0.319,-1.17%
2019-05-13,0.333,0.353,0.355,0.328,-3.56%
2019-05-10,0.346,0.346,0.361,0.336,-0.23%
2019-05-09,0.346,0.330,0.348,0.318,6.06%
2019-05-08,0.327,0.334,0.348,0.317,-0.94%
2019-05-07,0.330,0.368,0.374,0.325,-8.14%
2019-05-06,0.359,0.353,0.376,0.346,-3.00%
2019-05-03,0.370,0.380,0.395,0.357,-1.10%
2019-05-02,0.374,0.386,0.397,0.356,1.16%
2019-05-01,0.370,0.369,0.370,0.369,0.00%
2019-04-30,0.370,0.361,0.404,0.357,1.12%
2019-04-29,0.366,0.359,0.386,0.353,3.89%
2019-04-26,0.352,0.371,0.375,0.350,-4.99%
2019-04-25,0.371,0.356,0.374,0.349,6.40%
2019-04-24,0.348,0.379,0.395,0.342,-12.44%
2019-04-23,0.398,0.378,0.411,0.371,7.51%
2019-04-22,0.370,0.424,0.427,0.359,0.00%
2019-04-19,0.370,0.424,0.427,0.359,0.43%
2019-04-18,0.368,0.424,0.427,0.359,-13.50%
2019-04-17,0.426,0.432,0.451,0.417,1.91%
2019-04-16,0.418,0.421,0.440,0.409,-0.88%
2019-04-15,0.422,0.399,0.440,0.387,6.52%
2019-04-12,0.396,0.335,0.410,0.319,19.32%
2019-04-11,0.332,0.327,0.338,0.313,4.67%
2019-04-10,0.317,0.345,0.353,0.310,-8.30%
2019-04-09,0.346,0.366,0.367,0.339,-3.89%
2019-04-08,0.360,0.364,0.368,0.343,-1.75%
2019-04-06,0.366,0.366,0.366,0.366,0.55%
2019-04-05,0.364,0.386,0.389,0.351,-1.36%
2019-04-04,0.369,0.392,0.400,0.355,-5.41%
2019-04-03,0.390,0.390,0.407,0.385,9.86%
2019-04-02,0.355,0.367,0.379,0.352,-4.59%
2019-04-01,0.372,0.343,0.385,0.342,17.64%
2019-03-29,0.316,0.317,0.340,0.308,1.25%
2019-03-28,0.313,0.295,0.325,0.289,4.48%
2019-03-27,0.299,0.339,0.345,0.285,-15.60%
2019-03-26,0.354,0.364,0.375,0.351,1.11%
2019-03-25,0.350,0.358,0.375,0.350,1.07%
2019-03-22,0.347,0.408,0.414,0.335,-13.82%
2019-03-21,0.402,0.444,0.449,0.397,-12.06%
2019-03-20,0.458,0.472,0.479,0.452,-3.87%
2019-03-19,0.476,0.455,0.492,0.445,4.94%
2019-03-18,0.454,0.471,0.475,0.451,-1.80%
2019-03-15,0.462,0.459,0.472,0.446,-1.89%
2019-03-14,0.471,0.470,0.479,0.457,0.73%
2019-03-13,0.467,0.474,0.483,0.465,-1.77%
2019-03-12,0.476,0.479,0.501,0.472,0.63%
2019-03-11,0.473,0.471,0.484,0.465,15.35%
2019-03-08,0.410,0.412,0.431,0.394,-3.19%
2019-03-07,0.423,0.507,0.527,0.418,-17.26%
2019-03-06,0.512,0.534,0.558,0.508,-8.56%
2019-03-05,0.560,0.563,0.586,0.554,0.74%
2019-03-04,0.555,0.578,0.584,0.554,-4.52%
2019-03-01,0.582,0.575,0.599,0.562,1.17%
2019-02-28,0.575,0.548,0.585,0.538,4.49%
2019-02-27,0.550,0.519,0.570,0.511,5.00%
2019-02-26,0.524,0.511,0.534,0.505,-0.19%
2019-02-25,0.525,0.525,0.539,0.518,1.82%
2019-02-22,0.516,0.533,0.537,0.513,-4.96%
2019-02-21,0.543,0.531,0.560,0.525,2.71%
2019-02-20,0.528,0.531,0.540,0.517,-0.88%
2019-02-19,0.533,0.544,0.549,0.519,-2.34%
2019-02-18,0.546,0.536,0.556,0.528,1.85%
2019-02-16,0.536,0.536,0.536,0.536,-0.17%
2019-02-15,0.537,0.529,0.550,0.525,1.69%
2019-02-14,0.528,0.549,0.549,0.519,-4.52%
2019-02-13,0.553,0.567,0.571,0.546,-2.26%
2019-02-12,0.566,0.575,0.585,0.550,-0.88%
2019-02-11,0.571,0.545,0.571,0.542,5.98%
2019-02-08,0.539,0.549,0.565,0.534,-2.81%
2019-02-07,0.554,0.570,0.589,0.543,-4.17%
2019-02-06,0.578,0.567,0.586,0.564,-0.19%
2019-02-05,0.579,0.584,0.609,0.575,-0.75%
2019-02-04,0.584,0.573,0.594,0.568,2.03%
2019-02-01,0.572,0.561,0.576,0.553,2.58%
2019-01-31,0.558,0.574,0.585,0.553,-6.20%
2019-01-30,0.595,0.603,0.619,0.594,-2.48%
2019-01-29,0.610,0.601,0.619,0.600,0.38%
2019-01-28,0.608,0.602,0.631,0.596,1.27%
2019-01-25,0.600,0.593,0.608,0.582,2.48%
2019-01-24,0.585,0.627,0.627,0.583,-7.80%
2019-01-23,0.635,0.632,0.656,0.626,-1.31%
2019-01-22,0.643,0.643,0.662,0.633,-2.66%
2019-01-21,0.661,0.660,0.666,0.644,0.24%
2019-01-18,0.659,0.652,0.673,0.646,1.82%
2019-01-17,0.647,0.619,0.651,0.617,2.15%
2019-01-16,0.634,0.626,0.652,0.618,1.65%
2019-01-15,0.624,0.636,0.639,0.613,-2.90%
2019-01-14,0.642,0.660,0.664,0.627,-3.25%
2019-01-11,0.664,0.675,0.675,0.643,-2.02%
2019-01-10,0.678,0.701,0.705,0.669,-4.95%
2019-01-09,0.713,0.745,0.753,0.697,-3.26%
2019-01-08,0.737,0.735,0.752,0.727,2.12%
2019-01-07,0.721,0.698,0.732,0.693,3.75%
2019-01-04,0.695,0.663,0.707,0.656,5.97%
2019-01-03,0.656,0.650,0.678,0.640,0.00%
2019-01-02,0.656,0.693,0.694,0.630,-6.91%
2019-01-01,0.705,0.705,0.705,0.705,-0.69%
2018-12-31,0.710,0.710,0.710,0.710,0.00%
2018-12-28,0.710,0.711,0.714,0.690,2.65%
2018-12-27,0.692,0.697,0.706,0.684,-0.53%
2018-12-24,0.696,0.696,0.696,0.696,-0.88%
2018-12-21,0.702,0.692,0.711,0.682,3.62%
2018-12-20,0.677,0.688,0.697,0.666,-4.17%
2018-12-19,0.707,0.702,0.717,0.692,-1.04%
2018-12-18,0.714,0.728,0.730,0.697,-2.86%
2018-12-17,0.735,0.720,0.744,0.713,3.35%
2018-12-14,0.711,0.714,0.724,0.695,-3.57%
2018-12-13,0.738,0.735,0.750,0.696,1.03%
2018-12-12,0.730,0.716,0.735,0.692,2.48%
2018-12-11,0.712,0.714,0.756,0.695,2.86%
2018-12-10,0.693,0.708,0.725,0.684,0.90%
2018-12-07,0.686,0.664,0.702,0.657,4.09%
2018-12-06,0.659,0.672,0.680,0.645,-3.41%
2018-12-05,0.683,0.669,0.683,0.659,2.09%
2018-12-04,0.669,0.688,0.698,0.665,-3.33%
2018-12-03,0.692,0.713,0.717,0.689,1.04%
2018-11-30,0.685,0.693,0.702,0.674,-2.05%
2018-11-29,0.699,0.718,0.725,0.689,-4.14%
2018-11-28,0.729,0.729,0.739,0.717,0.28%
2018-11-27,0.727,0.720,0.739,0.714,-1.41%
2018-11-26,0.738,0.725,0.745,0.723,2.02%
2018-11-23,0.723,0.749,0.754,0.715,-3.47%
2018-11-22,0.749,0.756,0.763,0.742,-2.16%
2018-11-21,0.765,0.764,0.777,0.757,1.07%
2018-11-20,0.757,0.774,0.784,0.749,-3.57%
2018-11-19,0.785,0.770,0.794,0.768,2.57%
2018-11-16,0.766,0.758,0.769,0.751,1.31%
2018-11-15,0.756,0.784,0.791,0.743,-3.14%
2018-11-14,0.780,0.776,0.797,0.766,-0.90%
2018-11-13,0.787,0.775,0.791,0.765,1.44%
2018-11-12,0.776,0.789,0.793,0.763,-1.71%
2018-11-11,0.790,0.790,0.790,0.790,-0.13%
2018-11-09,0.791,0.815,0.818,0.785,-4.16%
2018-11-08,0.825,0.830,0.833,0.816,1.98%
2018-11-07,0.809,0.787,0.824,0.784,0.78%
2018-11-06,0.803,0.799,0.807,0.780,1.04%
2018-11-05,0.794,0.784,0.805,0.774,0.35%
2018-11-02,0.791,0.777,0.798,0.775,4.53%
2018-11-01,0.757,0.760,0.780,0.754,0.13%
2018-10-31,0.756,0.762,0.769,0.745,1.82%
2018-10-30,0.743,0.754,0.772,0.741,-0.48%
2018-10-29,0.746,0.742,0.761,0.727,2.19%
2018-10-26,0.730,0.763,0.771,0.729,-5.14%
2018-10-25,0.770,0.762,0.787,0.759,-0.10%
2018-10-24,0.771,0.794,0.796,0.764,-1.81%
2018-10-23,0.785,0.811,0.815,0.777,-4.86%
2018-10-22,0.825,0.831,0.845,0.814,-0.35%
2018-10-19,0.828,0.813,0.833,0.802,0.55%
2018-10-18,0.823,0.826,0.843,0.817,0.41%
2018-10-17,0.820,0.832,0.833,0.809,-2.83%
2018-10-16,0.844,0.877,0.878,0.836,-2.69%
2018-10-15,0.867,0.857,0.876,0.853,-0.57%
2018-10-12,0.872,0.898,0.905,0.860,-0.85%
2018-10-11,0.880,0.854,0.893,0.850,-2.64%
2018-10-10,0.904,0.884,0.928,0.877,2.07%
2018-10-09,0.885,0.886,0.916,0.884,0.07%
2018-10-08,0.885,0.907,0.911,0.876,-1.40%
2018-10-05,0.897,0.875,0.905,0.872,2.56%
2018-10-04,0.875,0.881,0.887,0.850,7.05%
2018-10-03,0.817,0.799,0.821,0.784,4.81%
2018-10-02,0.780,0.803,0.811,0.777,-5.18%
2018-10-01,0.822,0.821,0.845,0.813,1.57%
2018-09-28,0.810,0.820,0.835,0.786,-4.17%
2018-09-27,0.845,0.809,0.850,0.804,-0.75%
2018-09-26,0.851,0.852,0.859,0.841,-1.72%
2018-09-25,0.866,0.837,0.868,0.832,4.45%
2018-09-24,0.829,0.781,0.835,0.774,6.38%
2018-09-21,0.780,0.794,0.802,0.774,-1.96%
2018-09-20,0.795,0.793,0.819,0.788,-1.27%
2018-09-19,0.805,0.799,0.809,0.782,1.56%
2018-09-18,0.793,0.776,0.795,0.757,2.56%
2018-09-17,0.773,0.761,0.785,0.756,7.48%
2018-09-16,0.719,0.721,0.724,0.718,-6.49%
2018-09-14,0.769,0.736,0.776,0.733,5.01%
2018-09-13,0.733,0.719,0.751,0.713,1.99%
2018-09-12,0.718,0.738,0.741,0.710,-2.63%
2018-09-11,0.738,0.721,0.747,0.719,3.44%
2018-09-10,0.713,0.716,0.733,0.702,-1.08%
2018-09-07,0.721,0.697,0.729,0.693,3.04%
2018-09-06,0.700,0.725,0.726,0.694,-3.50%
2018-09-05,0.725,0.689,0.735,0.685,4.90%
2018-09-04,0.691,0.703,0.708,0.684,-0.30%
2018-09-03,0.693,0.692,0.701,0.678,0.36%
2018-08-31,0.691,0.700,0.710,0.683,-0.85%
2018-08-30,0.697,0.742,0.743,0.692,-5.42%
2018-08-29,0.737,0.715,0.748,0.709,1.99%
2018-08-28,0.722,0.712,0.733,0.697,0.74%
2018-08-27,0.717,0.678,0.722,0.669,4.38%
2018-08-24,0.687,0.682,0.702,0.673,0.00%
2018-08-23,0.687,0.682,0.690,0.675,-1.58%
2018-08-22,0.698,0.669,0.700,0.665,3.51%
2018-08-21,0.674,0.661,0.677,0.655,2.66%
2018-08-20,0.657,0.659,0.669,0.653,-0.95%
2018-08-17,0.663,0.673,0.676,0.653,-1.73%
2018-08-16,0.675,0.678,0.682,0.663,1.79%
2018-08-15,0.663,0.686,0.690,0.660,-3.34%
2018-08-14,0.686,0.688,0.692,0.678,0.00%
2018-08-13,0.686,0.677,0.693,0.670,2.01%
2018-08-10,0.673,0.694,0.697,0.669,-5.09%
2018-08-09,0.709,0.729,0.731,0.707,-3.26%
2018-08-08,0.733,0.728,0.738,0.720,-0.10%
2018-08-07,0.734,0.720,0.738,0.712,2.77%
2018-08-06,0.714,0.737,0.747,0.707,-3.62%
2018-08-04,0.740,0.740,0.740,0.740,0.18%
2018-08-03,0.739,0.772,0.774,0.737,-6.25%
2018-08-02,0.789,0.775,0.790,0.766,-0.09%
2018-08-01,0.789,0.754,0.794,0.749,7.49%
2018-07-31,0.734,0.711,0.750,0.707,-2.88%
2018-07-30,0.756,0.700,0.761,0.694,6.69%
2018-07-27,0.709,0.700,0.712,0.690,0.71%
2018-07-26,0.704,0.714,0.719,0.685,2.18%
2018-07-25,0.689,0.692,0.699,0.680,-1.25%
2018-07-24,0.697,0.720,0.733,0.695,-1.65%
2018-07-23,0.709,0.705,0.712,0.681,4.70%
2018-07-20,0.677,0.627,0.683,0.621,7.24%
2018-07-19,0.632,0.636,0.651,0.625,0.61%
2018-07-18,0.628,0.630,0.638,0.610,-1.12%
2018-07-17,0.635,0.652,0.654,0.627,-3.88%
2018-07-16,0.660,0.623,0.661,0.623,6.00%
2018-07-13,0.623,0.636,0.641,0.609,-2.34%
2018-07-12,0.638,0.652,0.662,0.633,-2.00%
2018-07-11,0.651,0.640,0.660,0.630,-0.46%
2018-07-10,0.654,0.649,0.667,0.646,1.22%
2018-07-09,0.646,0.644,0.660,0.642,1.08%
2018-07-06,0.639,0.649,0.653,0.629,-0.31%
2018-07-05,0.641,0.658,0.687,0.639,-1.23%
2018-07-04,0.649,0.646,0.652,0.628,2.16%
2018-07-03,0.635,0.662,0.673,0.634,-3.57%
